,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
EMC3,614.905514867952,-0.1770393055890107,0.097387928906321,-1.8178773034521314,0.06908288800445495,0.10436339849457059
FANCD2,115.3067409645634,0.40346646886648574,0.14790777097693064,2.727824685623955,0.006375348114150493,0.01384881170451368
BRK1,459.82374377511826,0.7212046385729393,0.17182118902609192,4.197413850182475,2.6998030637603147e-05,0.00018133155241237492
VHL,326.8505733008072,-0.24133254203811708,0.10709950392857594,-2.2533488315600456,0.02423716308897499,0.042511960561054773
IRAK2,629.3296479881934,-0.11423503423707594,0.24908642894940144,-0.45861605033601105,0.6465099086446564,0.7020996711976859
GHRL,73.12025614373341,-0.4097653036148993,0.22075974299948867,-1.8561595427108666,0.06343082081303363,0.0969685976985221
GHRLOS,44.191889529565245,-0.5405132728689521,0.1641245516127759,-3.2933114976253015,0.0009901471054731515,0.003055081902498059
SEC13,424.43990791315105,-0.13655173408992483,0.059994682989599646,-2.2760639324254233,0.02284218340508266,0.0404871127363662
ATP2B2,3678.915928127366,0.39326670845369144,0.1977046269745549,1.9891628965482224,0.046683225817158926,0.07462098403948739
SLC6A11,1338.1577341678517,-0.8815367833788353,0.32285303035550095,-2.7304584454671366,0.006324630596276488,0.013749279550992173
SLC6A1,2921.2924556497387,-0.45794273675626834,0.17090390194542107,-2.6795335363525776,0.007372481775709603,0.015616757093753958
SLC6A1-AS1,848.894313552863,1.3425087103964815,0.3853626801976652,3.4837538230423983,0.0004944340413352379,0.00176964350007078
HRH1,955.5226066770146,-0.20512677874230031,0.2433836846986493,-0.8428123643385644,0.3993333918312726,0.4699147571842146
ATG7,5379.624817564241,-0.45909392437397156,0.1351904930986022,-3.3959039119646377,0.0006840236785921258,0.0022997813528321553
VGLL4,3267.520988104834,-0.3529660969859361,0.10971460061604141,-3.2171296710196366,0.0012948006365696152,0.003767781345739568
TAMM41,867.014398468777,-0.30186853243725187,0.10900944330534829,-2.7691961658008157,0.005619478986481757,0.012494061267332867
SYN2,4005.751753129968,1.5676407509035444,0.413208047738467,3.7938291847978625,0.00014834174251274695,0.000698697813579401
PPARG,633.94941744479,0.08247315760859403,0.19085557671346878,0.4321233837060516,0.665651740226455,0.7187516167572539
TSEN2,932.4810070571428,-0.44973268317279147,0.13173538878071192,-3.4139094083627075,0.0006403786491643186,0.002186563002595977
MKRN2OS,110.84845872020706,0.4009016329635747,0.20664065320616037,1.9400908134161037,0.05236865426791958,0.08233585725329873
MKRN2,218.1939266404887,0.05533644823023771,0.06803018634781395,0.8134102109807886,0.4159829069012764,0.4865010176542562
RAF1,1812.151077261995,-0.343516086186768,0.09821671750142039,-3.497531733147161,0.0004695848432909551,0.0017005603293295387
TMEM40,28.026242304706233,1.3377358619014972,0.3412677508626594,3.9199011876157575,8.858528179636835e-05,0.000470871600705338
CAND2,317.47231144929043,0.32053271253400245,0.15174040373245004,2.1123755087614526,0.03465425395020292,0.05780747374577944
RPL32,1246.5181088370848,1.0663605752759346,0.2942715158409466,3.623730187505818,0.00029038453074595356,0.0011681561139569015
IQSEC1,2227.0588679486586,-0.041004001901665525,0.16234422575483137,-0.25257443996553874,0.8005970836723166,0.8374533633788475
NUP210,657.446438978416,-0.2738491573391554,0.09043098341107232,-3.0282669391564467,0.0024596071678211168,0.006369718043843772
HDAC11,469.0977189934671,-0.15712328285362578,0.22278805356141732,-0.7052590134071559,0.4806490621415259,0.5500406803792256
FBLN2,59.81454393518374,0.8670460437143457,0.2953768736095106,2.9353890611645648,0.0033312970863213272,0.008146172331038164
LINC00620,34.22703028863561,0.4474613185534106,0.24774397668982767,1.806144086859583,0.07089583593229996,0.10670129242841943
WNT7A,96.7753125708524,-0.3771017267632606,0.26006951604964407,-1.450003570165742,0.14705752364141014,0.19976636294563777
TPRXL,103.82708392197591,0.26157741511968186,0.1504699454482096,1.7384030700650082,0.08213981612539727,0.12125361535940846
CHCHD4,53.27046260739176,0.28710283296058,0.13654952418227023,2.102554620236881,0.03550472030923547,0.05897572890091898
TMEM43,128.30757602132027,-0.03294050952777898,0.12925585254312538,-0.25484733479892985,0.7988410140989174,0.8359789485986356
XPC,580.6417016245916,-0.3111026387793,0.13093908633293835,-2.375934088834715,0.017504589288301117,0.03224658589269064
LSM3,208.05922717619492,0.24542400527116823,0.16399663852285834,1.49651851087765,0.13451858779291773,0.18481462170998494
SLC6A6,406.40972016859854,0.27453083199414446,0.21572547490911395,1.2725934760825324,0.20316233481333246,0.2640599527737225
GRIP2,245.5657296915652,1.1381904475247273,0.3934448173804955,2.892884585702898,0.003817215363249562,0.009112712381275633
CCDC174,413.6114318624436,-0.10741330187569427,0.07375683434035708,-1.4563165954225556,0.14530511995530382,0.19775705747372518
C3orf20,153.45015653492086,0.0359865318692857,0.17177639966866637,0.20949636817804362,0.8340607702612487,0.8653283340808052
FGD5,101.44572884147303,0.42825060920840863,0.1984739404077776,2.157717070203473,0.030949835940671237,0.052449119003076396
FGD5-AS1,533.4690285771396,0.2906429440434704,0.11472051799976093,2.5334870266544303,0.011293392061247185,0.022330677144056253
NR2C2,1524.3067199186303,-0.34636873686115643,0.11211604288306075,-3.089377112804685,0.0020057666420007342,0.005379185913714772
MRPS25,693.5465486528071,-0.19917141522830276,0.0897256300741214,-2.2197828542833227,0.026433511350511266,0.045707714167585
RBSN,535.061092119337,-0.22823140541251913,0.08981605412935796,-2.541098110186492,0.011050490610869157,0.02194331199090687
CAPN7,1489.1565621253562,-0.3082803819229136,0.11653893785943013,-2.6452993959389177,0.008161866559936731,0.017029675160519567
