0
SLC39A14
PMEPA1
GSR
PRKD3
FAM200B
CALU
UGDH
CEP290
RHOBTB3
ARSA
CEP120
AUH
PPARA
FAM118B
INTS4
ZNF567
NAV3
ANKFY1
EP300
CLPTM1
ARL8A
ATP6V1B2
SLC16A10
LACTB2
GAPVD1
RPL11
SAMD4B
TUBB
LMLN
VPS37A
UNC5B
SEC14L1
NAP1L4
FRMD4B
ITM2B
ZNF718
CBWD5
TRAM1
COPS7B
ATP8A1
NFRKB
DNAJB2
SPRY2
NPAT
C6orf89
FMN1
ITGB1
ITSN2
RASGEF1B
SERBP1
UBA2
ANKRD11
MED29
GDAP1
IDH3B
IL18
TNRC6A
LARP7
TMEM175
TEX10
PPP4R2
NADK
KIAA1109
AP5M1
ZNF528
NCEH1
KLC1
UVRAG
MEA1
USF2
KIF20B
SHANK2
HMGN5
SEC23B
SUMF1
RFNG
RRAGC
GDAP2
PPP2CB
KRT10
SLC35B1
TRAPPC13
USP6NL
RPL13A
FCHO1
KEAP1
PM20D2
DLC1
SNRNP48
MROH8
SOX6
RPS9
RHOC
TMEM50A
FAS
PALD1
NFU1
NOL10
FH
ZNF519
CACNA1A
MTHFD1
CPQ
SCAPER
RPL3
SLC35F1
TMEM14A
SETD5
ZFAND5
SLC35D2
ALDH6A1
WDPCP
RSBN1L
ELL2
KDELR1
RREB1
HEMK1
LRPAP1
MORN4
RBM4B
SEC11A
YME1L1
GMFG
GALM
UBXN2A
CD99
BIRC6
RSL1D1
FKBP2
DNTTIP1
ATG10
NIPBL
PMPCB
UBE2R2
ARHGAP24
WBP1L
XRN2
PKD2
USP22
RPL30
MGMT
TIMP1
ALKBH6
CTDSPL2
PURB
PDP2
SH3YL1
RELA
CASD1
DDX10
RHOT1
MRFAP1
ARHGAP32
NFKBIB
EAF1
WIPI1
SETBP1
SETD7
MRPL55
CLPTM1L
SYT12
SNRPN
FAM193A
RARS2
SENP6
MTFR1L
EHD1
DISC1
EDA
NFX1
GSN
PCBP2
DPY30
TLK1
ROCK2
WSB2
DLGAP4
TRIM23
DSCAM
RNF141
ZFAND4
MYO5A
HOOK3
CCNL2
CCDC57
LPIN1
PEX13
C4orf3
HAT1
ZFAND6
PIGM
SH3RF1
COX6C
LINC00667
UQCR10
CNDP1
EML1
FAM120AOS
AOAH
BTBD1
ZDHHC5
SLC17A5
LRP10
CDC42BPA
PAPOLA
SYVN1
ERICH1
RPS27
PIGG
SNAPC5
TADA3
THUMPD3
AUP1
MCC
PLSCR1
HTATIP2
STK25
SP100
ZNF770
CLNS1A
RTN4
ANKS3
STAMBP
MPHOSPH6
CBWD1
P4HB
RPRD1A
FEM1B
IQGAP1
SERINC3
RGS9
POLR2E
PFKFB3
PSMA1
EDF1
TRANK1
ATOX1
TOMM7
ZCCHC10
VSNL1
PLXNC1
C9orf16
DDIT3
SORT1
MRPS36
SLC25A24
DNM2
ZBTB41
FPGS
ARHGAP26
COX5A
TOP3A
SNRPD3
SMC2
SRI
SPIN1
HDAC6
PFKM
IMP3
DBT
TNPO3
RALGAPB
CBX1
TTC39B
MAP1LC3B
MVD
POLD3
BMPR1A
NMRK1
UBN1
ZNF143
PRPF8
DPY19L1
ZNF644
TMEM165
MAGOH
SNRPE
PPFIA1
PLA2G4C
AAGAB
ARGLU1
CASC4
PRCP
DEGS1
BTBD10
RPS3
TXNIP
RUFY2
PPP1R15A
COTL1
CCDC6
PDIA6
DCTN4
AKAP8
IMPA1
OSTM1
ROGDI
DNM1
BCAT1
BCL2
MYADM
RBM6
SLITRK5
PNKP
PDSS2
ZNF546
ZNF426
PLEKHB2
CCDC126
ERLIN1
ST3GAL2
FNDC3B
IDE
POLDIP2
WFS1
ENDOD1
TMSB4X
CAPRIN2
ANKS1A
PBRM1
ITGAE
SMAP2
CCDC115
NACA
PDHB
TAF1
VIM
RNF181
FAM50A
DCP1A
RANBP6
RPLP1
SEC61A1
TNRC18
ERLIN2
ZNRF1
C1orf43
RPF2
MSL1
SPAG9
UBL3
SMG7
CUEDC1
VLDLR
CD9
CD63
RPA2
KIF13B
TMEM130
FBXO44
PRPF4B
STAT5B
ARFIP1
RPS15A
RMND5B
HES6
SIRT6
ZFP82
SLC1A3
SOX13
CHORDC1
CANX
MAPKBP1
TMEM259
SOD1
PHRF1
PREPL
MTMR9
USO1
GNE
PPP5D1
TBC1D8B
RFC1
HBS1L
HDAC4
EIF1AX
KCTD9
SULT1A1
SSRP1
IFT52
DHX15
EXOC6
CYLD
INTU
HNRNPC
POLR3A
NOL11
SRM
C16orf70
MRPS35
GSTO1
PABPN1
C1D
ELMOD2
PPM1B
SRBD1
USP11
ITGAX
PPDPF
RNF138
SAP30BP
KDM1B
CCNYL1
ABCA8
PRPSAP1
NMT1
UHMK1
CACYBP
RPP30
SYK
COX15
PDIA3
ILKAP
SMYD3
XIST
PTGES3
DYNC1I2
IFI44
PIN1
ICK
NADSYN1
NSF
TMCC3
ARMCX4
GTF3C2
KATNBL1
ZFHX3
SLC25A11
FOXO1
IMPAD1
TMEM145
ANKRD44
RIC8A
SLIRP
GTF2A2
EIF3M
PDK4
NEK7
MYL12A
DYNLL1
SYMPK
SPNS2
NEMF
WIPF2
ACOT13
TRNAU1AP
SLK
HERC2
CCPG1
ZHX3
RBM17
LPAR1
B4GALT1
ZNF583
ATP6V0D1
ABCF1
ADCK1
ATP10D
TAF1B
TJP1
PLA2G15
ADD3
GTF2H2
C5orf15
BCO2
TOPORS
PCLO
ARL15
HAX1
SLC39A9
MRPS27
ATG2B
PSMD5
GPRASP1
BNIP2
C19orf12
ETFA
SLC35G2
SLC25A23
OXA1L
EXOSC10
SMC4
SERPINF1
TMEM161B-AS1
LUC7L
SDK1
FABP3
NUMA1
ABHD13
NISCH
FBXO42
IFT74
ATP6V0E1
ZDBF2
HACL1
IFI27L2
BRF1
ALMS1
MAPKAPK5
BCAS4
DNAJB1
CPOX
NOL9
MRO
XRCC6
TBC1D2B
ZNF24
TAF1D
FOXJ3
ANXA7
FCF1
GBA2
COPS2
SF3B1
EFHD2
RERE
MYO6
SNRNP200
NUTF2
FUT11
UBE2M
TMEM51
F13A1
MRPL40
SUGT1
CHPT1
DYNLT3
GPR89B
RAD52
HPRT1
TNRC6B
SS18L1
L3MBTL3
DGKH
CAMK2D
SZRD1
ALKBH4
POT1
DCUN1D1
SCN1A
UGGT1
KANSL1L
PLA2G4A
LSM6
NOTCH1
TP53BP1
ZNF33B
KIF27
GAB2
CEP250
ETV5
CBWD3
TAPT1-AS1
RPS6
JUP
VKORC1L1
ADAM28
NAV1
ADAP2
MTMR6
CHMP2A
MROH1
NAB1
GAB1
HSD17B12
IDH1
RALGAPA1
POU6F2
NFAT5
PSMB6
EXOC7
ARL1
FIG4
ESF1
CLCN6
BEX4
CSMD3
HELQ
VRK3
FKBP5
ZNF331
SP3
ALDH1L1
CAND1
ARV1
MYT1L
ZNF780B
CFLAR
SLC7A5
NONO
PHYHD1
ZBTB4
DDX58
GLIPR1
POLR2K
LYRM7
TRPS1
GOPC
LPCAT2
ARPC1A
UBFD1
PTCH1
FUBP3
SAP18
SERPINB1
MIOS
OPHN1
TMEM161B
SRA1
THUMPD2
ACSS2
DNMT3A
SNAP23
PRKAG2
TDG
LUC7L3
BCL7C
ZNF594
FAM117B
RAB5A
ZFP64
MLXIP
DMTF1
B3GALNT1
CTNNB1
APOOL
NBPF11
GLUD1
YAF2
CIAPIN1
ZNF638
SSR4
LAMP1
BBIP1
ARSB
ZNF335
GLG1
WDR66
KDM1A
MDM4
SNX19
RASSF3
PRPSAP2
SUCLG2
NDUFAB1
COBLL1
CPT1C
GOLGA3
ATP6V1F
NCKAP1
MORF4L2
IL16
GHR
CTC1
YWHAB
LIMK2
EMX2OS
PHLPP1
AKAP17A
DHRS3
DCAF17
DCTN6
KIF5B
MYCBP2
SLC22A17
ALG14
XRN1
TRIP6
TBC1D9B
LSAMP
PPP3CA
SLC25A39
DCTN2
ARHGAP31
MPHOSPH10
MRPS16
AKR7A2
CDH7
ZNF429
GTF2H1
MALAT1
SSB
ALG5
PGRMC2
PDGFC
KIAA0556
VPS35
OLR1
SACS
LIMK1
PCSK6
DCAF6
METTL5
TDRD7
CTBS
TMEM14C
ANK3
SEC22A
DPYSL2
MYO18A
TXNDC15
CHCHD10
ARFGEF2
PFDN5
NBPF1
CNRIP1
ZBTB8OS
MKRN1
UBE2E2
TMEM131
CDC23
UBOX5
ZMYND8
OXSR1
PRPF38B
HLA-DRA
MXRA7
SH3GL1
ATP2B1
PGM3
SLC25A33
EYS
AMFR
MPI
POM121
FAF1
ECI1
GSTP1
NDUFA1
SH3GL3
AIMP1
CRK
TRRAP
VAPA
CYB5R1
AHCYL1
GABPB2
ETV6
HSPA1A
XAF1
GPNMB
CDC16
TRABD
STK38L
TCF20
CCT2
AP3B1
ANXA5
BRICD5
PSMB3
ASH2L
TSPYL1
ATG12
CWF19L2
TRAPPC12
EFR3B
TMEM199
SCYL1
COLEC12
CHID1
ANKRD13A
TCTN1
LYRM2
YEATS2
TCF7L2
NCAPG2
LRCH3
IRS2
TNPO1
UGCG
TAPBP
HIVEP3
ELAVL4
PAN2
PTPN4
AGFG2
GRIK1
MLLT11
HADHB
PPP1R15B
ZNF197
ARHGEF9
PIK3AP1
HSPB11
ANGEL2
ANGPT2
CHRFAM7A
ZYX
CHI3L1
COPB2
RBM28
FAM193B
YWHAE
ARPC2
MITD1
TTC27
IL6R
PNPLA6
SPTAN1
RPL35A
NTM
LIMCH1
SASS6
SETMAR
VPS39
SNRPD1
ZNF326
DNAJC21
POLI
TMEM67
CDC27
CSMD2
WAC
KTN1-AS1
NSRP1
PMS2
SHPRH
BCAS3
SBNO1
TM9SF4
ZNF254
CGRRF1
ARPC5
CDC14B
RETSAT
ZEB1
LMO2
CSF3R
EIF2S1
MAFB
SMAD4
GTF2B
AKAP9
DPP8
EPG5
XPO5
RNF13
SERPING1
DENND4B
USP30
ELMOD3
NUCB2
SMC5
MIIP
MEF2D
CDC26
ZNF133
ST6GAL1
SAMSN1
ZNF800
ABCA5
ARRDC1
SLC4A8
ZNF141
CD276
XPO7
BMP2K
TTC1
CACNB4
STK32B
NEDD9
ABHD8
C2CD5
SEC24D
DOCK7
CDK16
ATP8B4
STRIP1
PNPLA8
ABHD17B
CNOT6L
BOP1
TMEM147
PDS5B
ITGA8
QTRT1
CERS6
TYW5
FTX
RBBP5
COG2
MAN2C1
TSHR
ZC3H18
LARS2
DTNA
PRAM1
SLCO3A1
TUBA1C
MRPL46
MORF4L1
FAM102B
ARFGAP2
WBP11
RNF157
GAMT
NDUFS5
ARL17B
GFM2
TAOK2
ICA1
RAP2A
NBPF3
CDKN1A
HLA-E
NFATC2IP
BTBD9
PTAR1
MOBP
RNF10
PFDN4
SOCS5
TLK2
ICA1L
SLC29A4
DESI2
RAD51C
CHST12
CSGALNACT1
CDK19
TMEM9
CLIP1
UBE2D3
ARHGAP12
NREP
UBQLN2
STK17B
OCIAD1
NBAS
ZNHIT3
ELF2
SYNE2
ARHGAP25
TOP1
ZNF621
SMG5
WNK3
CDK5RAP2
HAVCR2
BTAF1
CHD1L
ZNF407
PCDH17
USP10
STRN
CORO1A
GLRX3
ZNF274
L2HGDH
CHMP4B
MED10
EIF4B
MCFD2
MAVS
AKR1A1
DCUN1D2
TRAPPC8
KIF13A
ZBTB20
ADHFE1
PSMB9
NCK2
TFEC
SMIM14
ATP2C1
USP7
SNX7
SS18
CCDC90B
FKBP4
MYSM1
PSAP
CYB561D1
SLC43A2
FUCA2
CNOT11
CSNK1A1
AKAP6
CHMP7
MDN1
BIRC2
RUVBL1
PFKP
PRPF39
OCRL
NTNG2
LRP8
PNPT1
TMEM41A
SNCA
NDUFV1
ZFP14
ZC3H7A
GGNBP2
EEF2
DDX42
PPP2R5A
C17orf75
TIMM17B
SKP1
CASK
ARNT
ZBTB16
ABCA7
DOCK6
PPP1CA
SLC15A2
RPLP0
UBE2G1
S100PBP
CNBP
DEDD2
P2RX4
DMXL1
ZDHHC13
PRRC2C
TAF11
PLCG2
RILPL2
SIK3
RAB9A
TTF1
DNAJC13
TYK2
PDZD8
TCF12
CTBP1
TRAF5
CAMK1D
FAM32A
ST3GAL5
CLTA
ZNF568
ASTE1
SSH2
CCDC122
UBA5
DIAPH2
RNF4
MAST3
AACS
CCDC88A
SAFB
MTMR1
SETDB2
LIN7C
CCP110
HMGA1
KAT8
CX3CL1
S1PR1
DDX46
BAZ2B
UQCRH
LIPA
MOGS
SF3B2
SLC44A2
SCYL3
EDEM3
SSNA1
RHOBTB1
P2RX7
PWP1
OTUD3
ANKRD12
BMPR2
TAOK3
ANXA4
EXT1
FOXN3
MED13L
UQCRB
COL18A1
NCOA2
KLHL42
PLEKHG3
HIPK3
NEIL2
PLGLB1
LIN52
NOP10
NFXL1
TCEA1
STYXL1
CUL1
UXS1
NDUFA6
FNBP1
GOSR1
ZCCHC7
STARD9
KPNA3
YIPF6
DTX2
ABI1
GGA1
DGCR6
FAM210B
GOLPH3L
ZNF710
SYT17
CSNK2A2
HIBADH
SHOC2
BCLAF1
SLC30A1
VCPIP1
DEK
DUSP11
CD55
PACSIN2
TRIM66
NDUFA8
PGAM1
KDM2A
TRMU
C1orf131
TANC1
ATP11C
PA2G4
FARSA
ING3
NDRG3
SRPK1
COLGALT1
TMEM50B
TTC3
KLF7
IGBP1
DOCK2
RUNDC3A
ARID1A
FBXL18
ARL16
TLN2
RALY
PLAGL1
ARHGAP15
TFPT
COPB1
GSDMD
ISCU
CERS4
HOPX
ADAR
RPF1
USP8
CAPN10
STAG1
AGL
TTN
LIN54
ZFYVE19
RAD23B
PKD1
UBAP2
LYPLA1
COMMD10
TSPAN5
CCDC88C
RLIM
MRPS31
COG5
ATP6V1H
SPATS2
TUG1
NHSL1
SYF2
CHST15
STAG2
MPLKIP
GON4L
NPIPA5
EMC8
ARCN1
ARHGAP44
UQCRQ
PHC2
PLOD1
ZNF18
DUT
CYTH1
RCSD1
KBTBD2
NDUFA10
NIPSNAP3B
DPM1
UAP1L1
ZNF451
TAOK1
POU6F1
TTLL5
PARP14
TMEM126A
HNRNPM
NFE2L3
RAD23A
TBC1D12
TNIK
YIPF3
DNAJC5
MAML2
MYEF2
EIF3F
WWOX
CDC25B
EIF3G
RPS6KC1
ZNF461
RPL10
MINK1
USP24
GRSF1
CCDC88B
RXRA
ACTR3
ZNF345
NUP98
LRP12
GPHN
NSD1
GMFB
ZNF720
SERAC1
CWF19L1
ULK3
PAPSS1
TPT1
FECH
ZNF397
ETV1
PGBD1
ZNF544
CIB1
ST7L
UBAP2L
TMEM123
ARMC2
ALDH7A1
LIMD1
MTCH2
CXorf38
GPATCH2L
OTUD4
DDAH1
ARHGEF6
IKZF5
VEZT
ZNF250
ALKBH3
WIPF1
FBXL2
SRD5A3
LSG1
NUDCD3
BAX
CHM
NSUN2
CSF2RA
INO80
MRPS7
ISG15
RECQL5
SCAMP3
CEPT1
ID2
EWSR1
KMT2C
BTG3
SEC24B-AS1
NLGN3
QDPR
PDZD2
CD47
TUBD1
PRELID1
NOC3L
LSM12
STX17
PSMD3
MNAT1
GNAS
UTP23
SLC25A1
ZC3H14
GINS3
TMEM208
ZNF717
SF3A3
R3HCC1L
SNF8
CCNC
PDCD4
SPATA6L
RAB11B
GCDH
RPS27L
CNOT7
ALKBH8
IFNAR1
PAQR8
AGAP6
GOLGA8A
ERI1
DDAH2
ACIN1
ARHGAP21
CCDC112
RPS7
TRIO
ZNF431
N4BP2L2
NTPCR
ATRX
POLA1
KIF5A
QSOX1
CYP4V2
DCAF10
CLPP
ECHDC2
KNOP1
IPO11
POC1B
FGFR1OP2
TSC22D4
EFCAB7
KDM6A
FTH1
BCAT2
SMAD3
SAFB2
PBXIP1
DNAJC9
POLR1D
CBX7
UBN2
LHPP
VASH1
NDUFS7
GOLT1B
DNAJC2
RPSA
PUS10
C2orf76
TRIM8
RANBP2
SPRED1
ITGB3BP
MCL1
CAMTA1
CCND1
KRAS
EXOG
USP49
VPS53
PDCD10
SNHG9
C9orf78
PER3
MECR
PSMD4
C6orf62
PPP6C
CLCN2
FRMD8
SRSF5
CD2AP
DCTPP1
COX6B1
BBS4
SMARCB1
PLD3
MTHFR
TRAFD1
SEC61B
ABAT
PDE6B
CLNK
RSPH3
SERF2
ENC1
IMMT
COA3
TBC1D22A
KIF26B
EIF4E
HMCES
NSA2
MLLT10
COX4I1
ATP11B
PKM
AMOT
PFDN1
GNPTAB
WBP2
AKAP7
WSB1
CMTM3
ADAM10
COPE
FAHD2A
EIF1B
CD46
ASCC1
RFX7
MRPL41
MAP2K1
GPD2
GOLGA7
CIAO1
ETFDH
MEGF9
PAXBP1-AS1
ARMC10
DNAJC1
TMCO1
PRRC2A
PBX3
PIGL
UBE2Q2
BTN2A1
ROBO3
ACTG1
LEMD2
GSTK1
SSU72
HSPA8
SLC25A3
SPPL3
MAN1B1
YBEY
CLDN15
RAB22A
WBP4
TPI1
ARL5A
TOX4
BRI3
DROSHA
TNKS2
NSUN3
LRCH4
DHRS7
MIER1
EPN1
RASSF4
KMT2E
SCPEP1
FNBP1L
CHMP5
FYTTD1
METAP2
PIGB
PYROXD1
CMPK1
MON2
FOSL2
TPD52L2
MPV17
WDR31
ACTN1
VBP1
NUP214
NCALD
GATAD2B
TSC22D2
PRDX1
USP40
FAU
SUPT16H
MICAL3
VSIG10
CBFA2T2
AGO4
MRPL33
CAD
RPL27A
DIS3L
KIF3B
ANP32B
ELMO2
RNF19B
ARL8B
PIGK
ABHD3
MDC1
GPR22
OSBP
ZNF692
MRPL4
TIMMDC1
PPP2R2A
KCNJ3
CYFIP1
MEF2C
FBXW4
KRCC1
CHN2
REXO2
RHBDD1
LAPTM4B
UCK2
NUP93
NDC1
SCMH1
BRMS1L
SMARCA5
TRIM13
CDK7
EFR3A
FOCAD
SNRNP25
HACE1
USP19
ANO10
APOLD1
BHLHB9
KRBOX4
LYN
ZNF26
LRRCC1
MBTPS2
HOMER1
ZNF439
ZNF595
ERI3
ZDHHC2
MS4A6A
FUNDC1
SMARCD1
MRPS23
YWHAZ
TUBGCP6
KCNAB1
RANBP10
ZZEF1
SLC8B1
DDX51
GGPS1
RENBP
EXOC6B
ARNTL
NAGK
ITPR2
SRP54
API5
TMEM68
PUS7L
CARHSP1
CNIH4
FLRT2
UPF1
LGALS1
VRK2
ANKZF1
HS2ST1
GPATCH11
PCED1B
