Dataset,Specie,Gender,Condition,Region,Stage,Age,Strain,Accession,Size,Download
AD00801,Human,Male,Control,Prefrontal cortex,0,50-91 years,NA,GSE147528,33711,https://bmblx.bmi.osumc.edu/ssread_download/scrnaseq_qsave/AD00801.qsave
