"marker","count"
"ABCC9","2"
"alpha-SMA","1"
"AMBP","1"
"aSMA","3"
"ATAC2","1"
"BMP4","1"
"CD13","1"
"CD146","1"
"CD19","1"
"CD248","2"
"COL1A1","1"
"COL1A2","1"
"COL3A1","2"
"CSPG4","1"
"DCN","1"
"FOXC1","1"
"FOXC2","1"
"FOXF2","1"
"HIGD18","1"
"ITI","1"
"KCNJ8","2"
"KLF-3","1"
"MafF","1"
"NG2","2"
"PDGFR-b","3"
"PDGFRB","7"
"RGS5","3"
